1,2.28,1.13
2,2.28,1.13
3,2.28,1.13
4,2.28,1.13
5,2.28,1.13
13,2.28,1.13
28,2.28,1.13
43,2.28,1.13
57,2.28,1.13
71,2.28,1.13
86,2.28,1.13
101,2.28,1.13
116,2.28,1.13
132,2.28,1.13
147,2.28,1.13
163,2.28,1.13
179,2.28,1.12
194,2.28,1.13
209,2.28,1.12
226,2.28,1.13
241,2.28,1.13
257,2.28,1.13
272,2.28,1.13
287,2.28,1.13
304,2.28,1.13
319,2.28,1.13
334,2.28,1.12
350,2.28,1.13
366,2.28,1.13
381,2.28,1.13
397,2.28,1.13
412,2.28,1.13
429,2.28,1.13
444,2.28,1.13
459,2.28,1.13
475,2.28,1.13
491,2.28,1.13
506,2.28,1.13
522,2.28,1.13
537,2.28,1.13
552,2.28,1.13
569,2.28,1.13
584,2.28,1.13
600,2.28,1.13
615,2.28,1.12
631,2.28,1.13
647,2.28,1.13
662,2.28,1.13
677,2.28,1.13
694,2.28,1.13
709,2.28,1.13
724,2.28,1.13
740,2.28,1.13
756,2.28,1.12
772,2.28,1.13
787,2.28,1.13
802,2.28,1.13
818,2.28,1.12
834,2.28,1.13
849,2.28,1.12
865,2.28,1.13
880,2.28,1.13
897,2.28,1.13
912,2.28,1.13
927,2.28,1.13
943,2.28,1.13
959,2.28,1.13
974,2.28,1.13
990,2.28,1.13
1005,2.28,1.13
1022,2.28,1.13
1039,2.28,1.13
1055,2.28,1.13
1072,2.28,1.13
1089,2.28,1.13
1105,2.28,1.13
1122,2.28,1.13
1138,2.28,1.13
1156,2.28,1.13
1172,2.28,1.13
1188,2.28,1.13
1205,2.28,1.13
1222,2.28,1.13
1239,2.28,1.13
1255,2.28,1.13
1271,2.28,1.13
1289,2.28,1.13
1305,2.28,1.13
1321,2.28,1.13
1338,2.28,1.13
1355,2.28,1.13
1372,2.28,1.13
1388,2.28,1.13
1404,2.28,1.13
1422,2.28,1.13
1438,2.28,1.13
1455,2.28,1.13
1471,2.28,1.13
1488,2.28,1.13
1505,2.28,1.13
1521,2.28,1.13
1538,2.28,1.13
1555,2.28,1.13
1571,2.28,1.13
1588,2.28,1.13
1604,2.28,1.13
1622,2.28,1.13
1638,2.28,1.13
1654,2.28,1.13
1671,2.28,1.13
1688,2.28,1.13
1704,2.28,1.13
1721,2.28,1.13
1737,2.28,1.13
1755,2.28,1.13
1771,2.28,1.13
1787,2.28,1.13
1804,2.28,1.13
1821,2.28,1.13
1838,2.28,1.13
1854,2.28,1.13
1870,2.28,1.13
1888,2.28,1.13
1904,2.28,1.13
1921,2.28,1.13
1937,2.28,1.13
1954,2.28,1.13
1971,2.28,1.13
1987,2.28,1.13
2003,2.28,1.13
2021,2.28,1.13
2037,2.28,1.13
2054,2.28,1.13
2070,2.28,1.13
2087,2.28,1.13
2104,2.28,1.13
2120,2.28,1.13
2137,2.28,1.13
2154,2.28,1.13
2170,2.28,1.13
2187,2.28,1.13
2203,2.28,1.13
2221,2.28,1.13
2237,2.28,1.13
2253,2.28,1.13
2270,2.28,1.13
2287,2.28,1.13
2304,2.28,1.13
2320,2.28,1.12
2336,2.28,1.13
2354,2.28,1.13
2370,2.28,1.13
2386,2.28,1.13
2403,2.28,1.13
2420,2.28,1.13
2437,2.28,1.13
2453,2.28,1.13
2469,2.28,1.13
2487,2.28,1.13
2503,2.28,1.13
2520,2.28,1.13
2536,2.28,1.13
2553,2.28,1.12
2570,2.28,1.13
2586,2.28,1.13
2603,2.28,1.13
2620,2.28,1.13
2636,2.28,1.13
2653,2.28,1.13
2669,2.28,1.13
2686,2.28,1.13
2703,2.28,1.12
2719,2.28,1.13
2736,2.28,1.13
2753,2.28,1.13
2769,2.28,1.13
2786,2.28,1.13
2802,2.28,1.13
2820,2.28,1.13
2836,2.28,1.13
2852,2.28,1.13
2869,2.28,1.13
2886,2.28,1.13
2903,2.28,1.13
2919,2.28,1.13
2935,2.28,1.13
2953,2.28,1.13
2969,2.28,1.13
2985,2.28,1.13
3002,2.28,1.13
3019,2.28,1.13
3036,2.28,1.13
3052,2.28,1.13
3068,2.28,1.13
3086,2.28,1.13
3102,2.28,1.13
3119,2.28,1.13
3135,2.28,1.13
3152,2.28,1.13
3169,2.28,1.13
3185,2.28,1.13
3202,2.28,1.13
3219,2.28,1.13
3235,2.28,1.13
3252,2.28,1.13
3268,2.28,1.13
3286,2.28,1.13
3302,2.28,1.13
